scenario,house_type,family_type,location,area,room,source_type,source_node,edge_type,target_type,target_node
2,단독주택,아이가있는집,null,60,다이닝룸,action,라일락 뷰를 향한 책상 배치,result,result,멍 때리며 머리 식히기 수월
2,단독주택,아이가있는집,null,60,다이닝룸,cause,빛의 퍼짐이 고요한 조도 원함,selection,action,벽등 광배치 최적화
2,단독주택,아이가있는집,null,60,다이닝룸,action,벽등 광배치 최적화,result,result,고요한 조명 환경 조성
2,단독주택,아이가있는집,null,60,현관,cause,개방감과 동선 안내 필요,motivation,action,문을 열면 갤러리창·라운드 벽이 보이게 배치
2,단독주택,아이가있는집,null,60,현관,action,문을 열면 갤러리창·라운드 벽이 보이게 배치,result,result,진입 시 시선 유도와 공간 인상 강화
2,단독주택,아이가있는집,null,60,현관,cause,문 미닫힘으로 사용자 편의·안전 강화,motivation,action,자동으로 천천히 닫히도록 세팅
2,단독주택,아이가있는집,null,60,현관,action,자동으로 천천히 닫히도록 세팅,result,result,문 열림 방치 방지/단열 유지
2,단독주택,아이가있는집,null,60,현관,cause,좌우 동선 분기 명확화,selection,action,좌측 파우더·욕실/우측 게스트룸 배치
2,단독주택,아이가있는집,null,60,현관,action,좌측 파우더·욕실/우측 게스트룸 배치,result,result,직관적 동선 확보
2,단독주택,아이가있는집,null,60,게스트룸,cause,네모 방을 피하고 특별한 공간감 원함,selection,action,앵글이 진 5각형 방 계획
2,단독주택,아이가있는집,null,60,게스트룸,action,앵글이 진 5각형 방 계획,result,result,비정형 공간 경험 제공
2,단독주택,아이가있는집,null,60,게스트룸,cause,비정형으로 가구 배치 어려움,constrain,action,붙박이장 설치
2,단독주택,아이가있는집,null,60,게스트룸,action,붙박이장 설치,result,result,수납 효율과 벽면 정리
2,단독주택,아이가있는집,null,60,게스트룸,cause,라일락 나무 조망 원함,selection,action,통창 배치
2,단독주택,아이가있는집,null,60,게스트룸,action,통창 배치,result,result,게스트룸에서도 정원 뷰 제공
2,단독주택,아이가있는집,null,60,파우더룸,cause,욕실 전 건식 영역 필요,motivation,action,픽스창 앞 건식 파우더룸 배치
2,단독주택,아이가있는집,null,60,파우더룸,action,픽스창 앞 건식 파우더룸 배치,result,result,습식·건식 분리로 쾌적성↑
2,단독주택,아이가있는집,null,60,욕실(1층),cause,곡선미와 공간 연결감 강조,selection,action,라운드 벽 설계 (뒤쪽은 현관)
2,단독주택,아이가있는집,null,60,욕실(1층),action,라운드 벽 설계 (뒤쪽은 현관),result,result,동선 흐름과 조형미 동시 확보
2,단독주택,아이가있는집,null,60,욕실(1층),cause,오후 햇빛으로 분위기 연출 원함,selection,action,큰 창에서 들어오는 빛 활용
2,단독주택,아이가있는집,null,60,욕실(1층),action,큰 창에서 들어오는 빛 활용,result,result,신기한 그림자 패턴 생성
2,단독주택,아이가있는집,null,60,욕실(1층),cause,미닫이로 개폐 편의와 폭 제어,selection,action,목수 제작 미닫이문 설치
2,단독주택,아이가있는집,null,60,욕실(1층),action,목수 제작 미닫이문 설치,result,result,맞춤 치수/질감/동선 최적화
2,단독주택,아이가있는집,null,60,거실,cause,높은 공간 스케일에 부드러운 텍스처 부여,selection,action,아주 긴 린넨 코튼 커튼 설치
2,단독주택,아이가있는집,null,60,거실,action,아주 긴 린넨 코튼 커튼 설치,result,result,음영 완화와 고급스러운 드레이프
2,단독주택,아이가있는집,null,60,계단/벽,cause,상하층의 디자인 연속성,selection,action,이층으로 올라가는 벽도 곡선 처리
2,단독주택,아이가있는집,null,60,계단/벽,action,이층으로 올라가는 벽도 곡선 처리,result,result,전체 곡선 레이어 일관성
2,단독주택,아이가있는집,null,60,바닥,cause,층간 소재·색 통일로 연속성 강화,selection,action,1층 대청마루와 2층 바닥 컬러 통일
2,단독주택,아이가있는집,null,60,바닥,action,1층 대청마루와 2층 바닥 컬러 통일,result,result,전층 시각적 연결감
2,단독주택,아이가있는집,null,60,2층 갤러리창,cause,북향 경관 차분히 수용,selection,action,북측을 향한 갤러리창 배치
2,단독주택,아이가있는집,null,60,2층 갤러리창,action,북측을 향한 갤러리창 배치,result,result,균일한 확산광 유입
2,단독주택,아이가있는집,null,60,2층 갤러리창,cause,인접 대지 신축 대비,constrain,action,뷰 소실 전 사진 기록 및 계획 반영
2,단독주택,아이가있는집,null,60,2층 갤러리창,action,뷰 소실 전 사진 기록 및 계획 반영,result,result,프라이버시·채광 보완 전략 수립
2,단독주택,아이가있는집,null,60,2층 거실,cause,개방감 유지하며 안전성 필요,motivation,action,유리 벽으로 공간 분절
2,단독주택,아이가있는집,null,60,2층 거실,action,유리 벽으로 공간 분절,result,result,개방감 유지·낙상 방지
2,단독주택,아이가있는집,null,60,2층 거실,cause,한국적 감성과 재료감 표현,selection,action,짙은 다크 브라운 스테인 도장
2,단독주택,아이가있는집,null,60,2층 거실,action,짙은 다크 브라운 스테인 도장,result,result,온기감·무게감 강화
2,단독주택,아이가있는집,null,60,2층 거실,cause,오브제로 장식 가능한 선반장 필요,motivation,action,전체 장 시스템 설치
2,단독주택,아이가있는집,null,60,2층 거실,action,전체 장 시스템 설치,result,result,수납·디스플레이 겸용
2,단독주택,아이가있는집,null,60,아이방,cause,숨은 공간으로 아이 호기심 자극,selection,action,ㄱ/ㄴ자 동선을 따라 코너 공간 구성
2,단독주택,아이가있는집,null,60,아이방,action,ㄱ/ㄴ자 동선을 따라 코너 공간 구성,result,result,놀이·숨기 좋은 포켓 스페이스
2,단독주택,아이가있는집,null,60,아이방,cause,층간 소통과 감시 필요,motivation,action,1층 거실·주방 보이는 창 배치
2,단독주택,아이가있는집,null,60,아이방,action,1층 거실·주방 보이는 창 배치,result,result,부모·아이 상호 모니터링
2,단독주택,아이가있는집,null,60,아이방,cause,향후 침대 배치 고려,selection,action,천창 자리 위에 침대 계획
2,단독주택,아이가있는집,null,60,아이방,action,천창 자리 위에 침대 계획,result,result,취침 시 별 관찰 가능
2,단독주택,아이가있는집,null,60,안방,cause,집 전체 톤앤매너 유지,selection,action,한 면을 짙은 브라운 원목 느낌 마감
2,단독주택,아이가있는집,null,60,안방,action,한 면을 짙은 브라운 원목 느낌 마감,result,result,공간 밸런스·통일감 확보
2,단독주택,아이가있는집,null,60,안방,cause,과도한 개구부 대신 포인트 창 원함,selection,action,소형 픽스창 배치
2,단독주택,아이가있는집,null,60,안방,action,소형 픽스창 배치,result,result,절제된 외광 유입과 프라이버시
2,단독주택,아이가있는집,null,60,드레스룸,cause,합리적 예산으로 수납 완성,constrain,action,이케아 팍스장 직접 조립
2,단독주택,아이가있는집,null,60,드레스룸,action,이케아 팍스장 직접 조립,result,result,비용 절감과 맞춤형 수납
2,단독주택,아이가있는집,null,60,안방,cause,부부와 아이 침대 나란히 배치 필요,motivation,action,헤드 왼쪽 문 뒤 드레스룸 동선 정리
2,단독주택,아이가있는집,null,60,안방,action,헤드 왼쪽 문 뒤 드레스룸 동선 정리,result,result,취침·수납 동선 간섭 최소화
2,단독주택,아이가있는집,null,60,욕실(2층),cause,자연 경관 상실 후 대안 필요,constrain,action,뷰 상실을 채광·살균 용도로 전환
2,단독주택,아이가있는집,null,60,욕실(2층),action,뷰 상실을 채광·살균 용도로 전환,result,result,기능적 만족도 유지
2,단독주택,아이가있는집,null,60,정원/외부,cause,밤에도 정갈한 분위기 유지,selection,action,외벽등 광색·퍼짐 조정
2,단독주택,아이가있는집,null,60,정원/외부,action,외벽등 광색·퍼짐 조정,result,result,고요한 야간 조도 형성
2,단독주택,아이가있는집,null,60,외장,cause,미세 오염에 둔감한 표면 원함,selection,action,세라믹 사이딩 질감·색 선택
2,단독주택,아이가있는집,null,60,외장,action,세라믹 사이딩 질감·색 선택,result,result,오염 시각화 최소화
2,단독주택,아이가있는집,null,60,거실,cause,소재 간 대비 강조,selection,action,석재 바닥 vs 다크 우드·블랙 대비
2,단독주택,아이가있는집,null,60,거실,action,석재 바닥 vs 다크 우드·블랙 대비,result,result,톤 대비로 깊이감 확보
2,단독주택,아이가있는집,null,60,주방,cause,손잡이·라인 간결화,selection,action,미니멀 디테일 적용
2,단독주택,아이가있는집,null,60,주방,action,미니멀 디테일 적용,result,result,시선 분산 줄이고 조형 강조
2,단독주택,아이가있는집,null,60,다이닝룸,cause,짙은 브라운 포인트로 무게감,selection,action,포인트 월·가구 컬러 통일
2,단독주택,아이가있는집,null,60,다이닝룸,action,포인트 월·가구 컬러 통일,result,result,집 전체 컬러 밸런스 유지
2,단독주택,아이가있는집,null,60,1층 공용부,cause,겨울철 체감온도 향상,motivation,action,난방과 열용량 높은 포세린 타일 조합
2,단독주택,아이가있는집,null,60,1층 공용부,action,난방과 열용량 높은 포세린 타일 조합,result,result,장시간 따뜻함 지속
2,단독주택,아이가있는집,null,60,대문,cause,외부에서는 내부를 가리고 내부에서는 외부를 보고 싶음,motivation,action,루버 투과 방향성과 각도 설계
2,단독주택,아이가있는집,null,60,대문,action,루버 투과 방향성과 각도 설계,result,result,일방향성 시각 제어
2,단독주택,아이가있는집,null,60,거실,cause,필요 시 차광·개방 전환,selection,action,커튼 레이어드 구성
2,단독주택,아이가있는집,null,60,거실,action,커튼 레이어드 구성,result,result,상황별 채광/프라이버시 제어
2,단독주택,아이가있는집,null,60,전체(집),cause,설계 의도와 시공 결과 일치 검증,motivation,action,3D 렌더와 실사진 비교
2,단독주택,아이가있는집,null,60,전체(집),action,3D 렌더와 실사진 비교,result,result,약 99% 일치 확인
2,단독주택,아이가있는집,null,60,거실,cause,과감한 개구부로 채광 최적화,motivation,action,거실 통창 길이 6m 확보
2,단독주택,아이가있는집,null,60,거실,action,거실 통창 길이 6m 확보,result,result,대면적 직달광·원경 촬영 가능
2,단독주택,아이가있는집,null,60,전체(집),cause,공간 전반 밝기 목표,motivation,action,전체 창 약 30개 수준 계획
2,단독주택,아이가있는집,null,60,전체(집),action,전체 창 약 30개 수준 계획,result,result,햇살 부자 집 구현
2,단독주택,아이가있는집,null,60,외장,cause,루버로 패턴성 연출,selection,action,서측 루버 그림자 길게 투영
2,단독주택,아이가있는집,null,60,외장,action,서측 루버 그림자 길게 투영,result,result,시간대별 입면 표정 변화
2,단독주택,아이가있는집,null,60,욕실(1층),cause,자연광으로 장식적 효과 창출,selection,action,오후 빛이 만드는 그림자 활용
2,단독주택,아이가있는집,null,60,욕실(1층),action,오후 빛이 만드는 그림자 활용,result,result,벽면에 패턴 그림자 연출
2,단독주택,아이가있는집,null,60,현관,cause,무게감 있는 문으로 단열·차음 강화,motivation,action,창호사 단열 문 채택
2,단독주택,아이가있는집,null,60,현관,action,창호사 단열 문 채택,result,result,열손실·소음 저감
2,단독주택,아이가있는집,null,60,현관,cause,사용성 향상,selection,action,소프트 클로징(천천히 자동 닫힘) 세팅
2,단독주택,아이가있는집,null,60,현관,action,소프트 클로징(천천히 자동 닫힘) 세팅,result,result,손놓음 사고 방지·편의↑
2,단독주택,아이가있는집,null,60,현관/거실,cause,진입 시 시선의 흐름 설계,motivation,action,갤러리창 위치를 정면 축에 배치
2,단독주택,아이가있는집,null,60,현관/거실,action,갤러리창 위치를 정면 축에 배치,result,result,들어오자마자 뷰 포착
2,단독주택,아이가있는집,null,60,현관/거실,cause,현관에서 거실 시작부를 암시,selection,action,라운드 벽으로 방향 전환 유도
2,단독주택,아이가있는집,null,60,현관/거실,action,라운드 벽으로 방향 전환 유도,result,result,자연스러운 회전 동선
2,단독주택,아이가있는집,null,60,거실,cause,곡선 마감으로 이어지는 소재감,selection,action,곡면 석고·마감 정밀 시공
2,단독주택,아이가있는집,null,60,거실,action,곡면 석고·마감 정밀 시공,result,result,그림자 부드러움 강화
2,단독주택,아이가있는집,null,60,정원,cause,아이의 뛰기·물놀이·모래놀이 허용,motivation,action,위험 상황 제외 '뛰지마' 통제 최소화
2,단독주택,아이가있는집,null,60,정원,action,위험 상황 제외 '뛰지마' 통제 최소화,result,result,잔소리 감소·자율 놀이 증가
2,단독주택,아이가있는집,null,60,정원,cause,자연 관찰 학습 제공,motivation,action,개구리·곤충·식물 관찰 동선 설계
2,단독주택,아이가있는집,null,60,정원,action,개구리·곤충·식물 관찰 동선 설계,result,result,감각 자극·학습 효과
2,단독주택,아이가있는집,null,60,다이닝룸,cause,정원-다이닝 상호 조망,selection,action,갤러리창 프레임으로 정원 뷰 픽싱
2,단독주택,아이가있는집,null,60,다이닝룸,action,갤러리창 프레임으로 정원 뷰 픽싱,result,result,식사·업무 중 경관 즐김
2,단독주택,아이가있는집,null,60,게스트룸,cause,게스트룸에서도 자연과 연결,selection,action,라일락을 향한 통창
2,단독주택,아이가있는집,null,60,게스트룸,action,라일락을 향한 통창,result,result,휴식 질 개선
2,단독주택,아이가있는집,null,60,거실,cause,빛 확산·글레어 제어,selection,action,린넨·코튼 혼합 커튼
2,단독주택,아이가있는집,null,60,거실,action,린넨·코튼 혼합 커튼,result,result,부드러운 확산광 확보
2,단독주택,아이가있는집,null,60,거실,cause,밝은 원목보다 톤다운 브라운 선호,selection,action,다크 브라운 가구·마감 선택
2,단독주택,아이가있는집,null,60,거실,action,다크 브라운 가구·마감 선택,result,result,고급스럽고 차분한 무드
2,단독주택,아이가있는집,null,60,다이닝룸,cause,적삼목에 흑단 스테인 선호,selection,action,적삼목 + 흑단 스테인 마감
2,단독주택,아이가있는집,null,60,다이닝룸,action,적삼목 + 흑단 스테인 마감,result,result,고급스러운 표정 구현
2,단독주택,아이가있는집,null,60,주방,cause,거실과 바로 연결되는 동선,motivation,action,아일랜드 배치로 완충·연결 역할
2,단독주택,아이가있는집,null,60,주방,action,아일랜드 배치로 완충·연결 역할,result,result,요리·식사·거실 활동 연동
2,단독주택,아이가있는집,null,60,주방,cause,남쪽 문으로 외부 연계 필요,motivation,action,남향 문 배치
2,단독주택,아이가있는집,null,60,주방,action,남향 문 배치,result,result,채광·환기·외부 동선 원활
2,단독주택,아이가있는집,null,60,전체(집),cause,계절 변화를 실내에서 체감,selection,action,"장면 창 설계(봄 벚꽃, 겨울 그림자)"
2,단독주택,아이가있는집,null,60,전체(집),action,"장면 창 설계(봄 벚꽃, 겨울 그림자)",result,result,사계절 풍경 체험
2,단독주택,아이가있는집,null,60,욕실(1층),cause,맞춤형 개구부·문 필요,selection,action,목수 제작 미닫이문
2,단독주택,아이가있는집,null,60,욕실(1층),action,목수 제작 미닫이문,result,result,공간 치수와 재료감 정합
2,단독주택,아이가있는집,null,60,2층 거실,cause,극적인 뷰샷 연출,selection,action,고개를 숙이고 각을 길게 빼 촬영 가능한 공간구성
2,단독주택,아이가있는집,null,60,2층 거실,action,고개를 숙이고 각을 길게 빼 촬영 가능한 공간구성,result,result,건축사진 포인트 형성
2,단독주택,아이가있는집,null,60,거실,cause,노출 물건 최소화,motivation,action,대면적 수납장으로 장난감·옷 수납
2,단독주택,아이가있는집,null,60,거실,action,대면적 수납장으로 장난감·옷 수납,result,result,시각적 노이즈 감소
2,단독주택,아이가있는집,null,60,아이방,cause,부모의 위치 변화를 아이가 인지,motivation,action,1층에서 2층 이동이 보이는 창
2,단독주택,아이가있는집,null,60,아이방,action,1층에서 2층 이동이 보이는 창,result,result,행동 조절·상호작용 유도
2,단독주택,아이가있는집,null,60,거실,cause,파노라마 경관 확보,selection,action,거실 통창 길이만 6m 계획
2,단독주택,아이가있는집,null,60,거실,action,거실 통창 길이만 6m 계획,result,result,정원·하늘의 롱샷 프레이밍
2,단독주택,아이가있는집,null,60,정원,cause,여름철 녹색감 강조,selection,action,잔디 관리 및 창 프레이밍
2,단독주택,아이가있는집,null,60,정원,action,잔디 관리 및 창 프레이밍,result,result,실내외 초록색감 유입
2,단독주택,아이가있는집,null,60,거실,cause,보이드로 구조적 하중·설비 고려,motivation,action,보이드 가장자리에 설비·파티션 정렬
2,단독주택,아이가있는집,null,60,거실,action,보이드 가장자리에 설비·파티션 정렬,result,result,구조·설비·디자인 정합
2,단독주택,아이가있는집,null,60,계획,cause,세모·곡선 등 비정형 형태 다수,motivation,action,가구 배치 걱정 대비 계획 수립
2,단독주택,아이가있는집,null,60,계획,action,가구 배치 걱정 대비 계획 수립,result,result,데드스페이스 최소화 확인
2,단독주택,아이가있는집,null,60,전체(집),cause,공간별 최적 채광 목표,motivation,action,공간 용도에 맞춘 창 분포(약 30개)
2,단독주택,아이가있는집,null,60,전체(집),action,공간 용도에 맞춘 창 분포(약 30개),result,result,시간대별 다양한 광질 확보
2,단독주택,아이가있는집,null,60,현관,cause,현관 소음 차단,motivation,action,무거운 단열문
2,단독주택,아이가있는집,null,60,현관,action,무거운 단열문,result,result,현관-실내 소음·바람 차단
2,단독주택,아이가있는집,null,60,거실,cause,LP 플레이어 코너 구성,selection,action,리빙 사운드 포인트 계획
2,단독주택,아이가있는집,null,60,거실,action,리빙 사운드 포인트 계획,result,result,음악 감상 중심 거점
2,단독주택,아이가있는집,null,60,거실,cause,곡선 벽의 난이도 인지,motivation,action,정밀 곡면 시공 감행
2,단독주택,아이가있는집,null,60,거실,action,정밀 곡면 시공 감행,result,result,완성도 높은 공간 체험
2,단독주택,아이가있는집,null,60,1층 공용부,cause,재료 언어 일관,selection,action,트라버틴 타일의 통일
2,단독주택,아이가있는집,null,60,1층 공용부,action,트라버틴 타일의 통일,result,result,바닥의 연속감·고급감
2,단독주택,아이가있는집,null,60,2층 거실,cause,시각적 연결 + 안전,motivation,action,유리 난간/벽 도입
2,단독주택,아이가있는집,null,60,2층 거실,action,유리 난간/벽 도입,result,result,낙상 방지 + 개방감 유지
2,단독주택,아이가있는집,null,60,정원,cause,청단풍 한 그루로 포인트,selection,action,단목 식재
2,단독주택,아이가있는집,null,60,정원,action,단목 식재,result,result,사계절 색 변화 연출
2,단독주택,아이가있는집,null,60,주방,cause,문 닫아도 답답함 최소화,selection,action,간살문으로 시선과 빛 일부 통과
2,단독주택,아이가있는집,null,60,주방,action,간살문으로 시선과 빛 일부 통과,result,result,개방감 유지
2,단독주택,아이가있는집,null,60,다이닝룸,cause,업무 피로 완화,selection,action,아로마(로즈마리) 사용 가능한 환경
2,단독주택,아이가있는집,null,60,다이닝룸,action,아로마(로즈마리) 사용 가능한 환경,result,result,정신적 안정감 상승
2,단독주택,아이가있는집,null,60,전체(집),cause,설계안 신뢰성 확보,motivation,action,렌더-실사 99% 일치
2,단독주택,아이가있는집,null,60,전체(집),action,렌더-실사 99% 일치,result,result,디자인 의도 구현 확인
2,단독주택,아이가있는집,null,60,거실,cause,햇빛과 뷰를 최대한 끌어들이고 싶음,selection,action,통창 하부턱 낮춤
2,단독주택,아이가있는집,null,60,거실,action,통창 하부턱 낮춤,result,result,앉은 자세에서도 시야 개방
2,단독주택,아이가있는집,null,60,거실,cause,눈부심 시간대를 제어하고 싶음,selection,action,커튼 레이어(쉬어+블랙아웃) 구성
2,단독주택,아이가있는집,null,60,거실,action,커튼 레이어(쉬어+블랙아웃) 구성,result,result,시간대별 글레어 제어
2,단독주택,아이가있는집,null,60,주방,cause,조리 동선과 가족 동선을 분리하고 싶음,motivation,action,아일랜드로 동선 분절
2,단독주택,아이가있는집,null,60,주방,action,아일랜드로 동선 분절,result,result,충돌 감소·효율 증가
2,단독주택,아이가있는집,null,60,현관,cause,젖은 우천 시 바닥 미끄럼 방지 필요,selection,action,거친 질감 바닥재 선택
2,단독주택,아이가있는집,null,60,현관,action,거친 질감 바닥재 선택,result,result,안전성 향상
2,단독주택,아이가있는집,null,60,정원,cause,여름 열섬 줄이고 싶음,motivation,action,잔디면적 확보·수목 그늘
2,단독주택,아이가있는집,null,60,정원,action,잔디면적 확보·수목 그늘,result,result,체감온도 완화
2,단독주택,아이가있는집,null,60,2층 거실,cause,프라이버시 유지,selection,action,유리 하부 반투명 처리
2,단독주택,아이가있는집,null,60,2층 거실,action,유리 하부 반투명 처리,result,result,앉은 키 시선 차단
2,단독주택,아이가있는집,null,60,게스트룸,cause,수납 전면 노출 방지,selection,action,플랫 도어 붙박이장
2,단독주택,아이가있는집,null,60,게스트룸,action,플랫 도어 붙박이장,result,result,정돈감 강화
2,단독주택,아이가있는집,null,60,파우더룸,cause,습기 확산 차단,motivation,action,건식 분리
2,단독주택,아이가있는집,null,60,파우더룸,action,건식 분리,result,result,쾌적성·청결 유지
2,단독주택,아이가있는집,null,60,욕실(2층),cause,사계절 결로 저감,motivation,action,창호 단열·환기 계획
2,단독주택,아이가있는집,null,60,욕실(2층),action,창호 단열·환기 계획,result,result,결로 발생 감소
2,단독주택,아이가있는집,null,60,아이방,cause,취침 전 별 보기 루틴,selection,action,침대 위치를 천창 하부로
2,단독주택,아이가있는집,null,60,아이방,action,침대 위치를 천창 하부로,result,result,취침 의식·정서 안정
3,단독주택,아이가있는집,강원도 양양군,60,마당,cause,잔디 관리가 노동의 현장이 됨,constrain,action,잔디를 포기하고 쇄석과 콘크리트로 마감
3,단독주택,아이가있는집,강원도 양양군,60,마당,action,마당을 쇄석과 콘크리트로 마감,result,result,관리 편리 + 홈캠핑·홈크닉 공간 확보
3,단독주택,아이가있는집,강원도 양양군,60,마당,cause,조경을 초기 시공 시 함께 해야 비용 절약 가능,motivation,action,수영장과 조경을 설계 단계에 포함
3,단독주택,아이가있는집,강원도 양양군,60,마당,action,조경 설계 및 시공을 함께 진행,result,result,시간·비용 절약
3,단독주택,아이가있는집,강원도 양양군,60,수영장,cause,아이와 가족이 즐길 공간 필요,motivation,action,수영장 설치
3,단독주택,아이가있는집,강원도 양양군,60,수영장,action,수영장 설치,result,result,아이와 부모가 물놀이와 휴식 가능
3,단독주택,아이가있는집,강원도 양양군,60,수영장,action,수영장 설치,result,result,일상 속 여행 같은 경험 제공
3,단독주택,아이가있는집,강원도 양양군,60,수영장,action,풀사이드 영화관 운영,result,result,일상을 여행처럼 느끼는 순간 제공
3,단독주택,아이가있는집,강원도 양양군,60,거실,cause,아이와 함께 뛰어놀 수 있는 공간 필요,motivation,action,넓은 거실 설계
3,단독주택,아이가있는집,강원도 양양군,60,거실,action,넓은 거실 설계,result,result,뛰어놀 수 있고 풍경 감상 가능한 공간 완성
3,단독주택,아이가있는집,강원도 양양군,60,거실,cause,구조를 살리기 원함,motivation,action,소파를 일자로 배치
3,단독주택,아이가있는집,강원도 양양군,60,거실,action,소파 일자 배치,result,result,아이의 트램펄린·휴식 공간으로 활용
3,단독주택,아이가있는집,강원도 양양군,60,거실,cause,높은 층고로 공기순환 필요,motivation,action,실링팬 설치
3,단독주택,아이가있는집,강원도 양양군,60,거실,action,실링팬 설치,result,result,"여름에는 시원, 겨울에도 공기순환"
3,단독주택,아이가있는집,강원도 양양군,60,거실,action,큰 창 앞에 빈백과 다과상 배치,result,result,카페 같은 분위기 연출
3,단독주택,아이가있는집,강원도 양양군,60,주방,cause,이전 집에서 수납 부족 경험,motivation,action,수납공간 최대화 설계
3,단독주택,아이가있는집,강원도 양양군,60,주방,action,수납공간 늘림,result,result,살림 늘어나도 여유 있는 공간
3,단독주택,아이가있는집,강원도 양양군,60,주방,cause,아침에 창밖 풍경으로 하루 시작 원함,motivation,action,주방 큰 창 앞에 자작나무 심음
3,단독주택,아이가있는집,강원도 양양군,60,주방,action,자작나무 심음,result,result,경쾌한 하루 시작 + 외부 시선 차단
3,단독주택,아이가있는집,강원도 양양군,60,주방,action,도어로 홈바장 가림,result,result,커피·차·간식 보관 편리
3,단독주택,아이가있는집,강원도 양양군,60,침실,cause,휴식과 수면 공간으로만 사용,motivation,action,침대와 협탁만 배치
3,단독주택,아이가있는집,강원도 양양군,60,침실,action,가구 최소 배치,result,result,아늑하고 단순한 공간 완성
3,단독주택,아이가있는집,강원도 양양군,60,침실,action,마당과 연결,result,result,이불 털기 편리 + 자연 풍경 감상
3,단독주택,아이가있는집,강원도 양양군,60,운동방,cause,생활 동선 고려,motivation,action,운동방과 세탁실을 연결
3,단독주택,아이가있는집,강원도 양양군,60,운동방,action,운동방-세탁실-욕실 연결,result,result,편리한 생활 동선
3,단독주택,아이가있는집,강원도 양양군,60,AV룸,cause,영화 감상 로망 실현,motivation,action,천장 스피커·프로젝터·스크린 설치
3,단독주택,아이가있는집,강원도 양양군,60,AV룸,action,스피커·프로젝터·스크린 설치,result,result,편안하게 영화 감상 가능한 공간
3,단독주택,아이가있는집,강원도 양양군,60,AV룸,action,벙커 스타일 평상 제작,result,result,수납+침대 기능 제공
3,단독주택,아이가있는집,강원도 양양군,60,욕실,cause,큰 창을 통한 풍경 감상 원함,motivation,action,욕실 큰 창 설계
3,단독주택,아이가있는집,강원도 양양군,60,욕실,action,큰 창 설치,result,result,풍경 감상하며 생활 가능
3,단독주택,아이가있는집,강원도 양양군,60,욕실,cause,프리스텐딩 욕조 디자인과 활용성,selection,action,프리스텐딩 욕조 설치
3,단독주택,아이가있는집,강원도 양양군,60,욕실,action,프리스텐딩 욕조 설치,result,result,아이 수영장 및 가족 목욕 공간 활용
3,단독주택,아이가있는집,강원도 양양군,60,욕실,action,원형 거울 선택,result,result,특별한 공간 연출
3,단독주택,아이가있는집,강원도 양양군,60,아이방,cause,아이에게 선택권 부여,selection,action,아이 스스로 페인팅 컬러 선택
3,단독주택,아이가있는집,강원도 양양군,60,아이방,action,민트색 벽 도색,result,result,하늘색 자동차 침대와 조화
3,단독주택,아이가있는집,강원도 양양군,60,아이방,action,칠판·자석 페인트 시공,result,result,아이 낙서와 놀이 가능
3,단독주택,아이가있는집,강원도 양양군,60,다락,cause,높은 계단실 활용,motivation,action,현장 소장이 다락 제작
3,단독주택,아이가있는집,강원도 양양군,60,다락,action,다락 제작,result,result,아이 놀이 공간 + 어른도 즐기는 공간
3,단독주택,아이가있는집,강원도 양양군,60,복도,cause,수납과 놀이 공간 확보,motivation,action,복도에 붙박이장 설치
3,단독주택,아이가있는집,강원도 양양군,60,복도,action,붙박이장 설치,result,result,드레스룸 대체 + 가족 놀이 공간
3,단독주택,아이가있는집,강원도 양양군,60,복도,action,복도 공간 활용,result,result,여름에도 시원하고 에너지 절약 효과
3,단독주택,아이가있는집,강원도 양양군,60,외벽,cause,마감 재질 고민,motivation,action,벽돌·스타코 대신 새로운 재질 선택
3,단독주택,아이가있는집,강원도 양양군,60,외벽,action,유니크한 외벽 재질 사용,result,result,개성 있는 외관 완성
4,단독주택,신혼부부,서울특별시,35,전체(집),cause,도심 주택 라이프 유지 필요,motivation,action,서울 내 주택 선택 및 리모델링 결정
4,단독주택,신혼부부,서울특별시,35,전체(집),action,서울 내 주택 선택 및 리모델링 결정,result,result,도시 생활 패턴 유지하며 주택 장점 누림
4,단독주택,신혼부부,서울특별시,35,전체(집),cause,반려견 중심의 생활 고려,motivation,action,반려견 시선·동선에 맞춘 설계 채택
4,단독주택,신혼부부,서울특별시,35,전체(집),action,반려견 시선·동선에 맞춘 설계 채택,result,result,반려견과 공존하는 집 완성
4,단독주택,신혼부부,서울특별시,35,전체(집),cause,공간 간 장벽 최소화 희망,selection,action,거실-주방을 하나의 오픈 스페이스로 계획
4,단독주택,신혼부부,서울특별시,35,전체(집),action,거실-주방을 하나의 오픈 스페이스로 계획,result,result,개방감·유연한 사용성 향상
4,단독주택,신혼부부,서울특별시,35,전체(집),cause,프라이버시는 자연으로 해결하고자 함,motivation,action,식재·조경으로 시선 차단 설계
4,단독주택,신혼부부,서울특별시,35,전체(집),action,식재·조경으로 시선 차단 설계,result,result,블라인드 덜 사용하고도 프라이버시 확보
4,단독주택,신혼부부,서울특별시,35,전체(집),cause,노후 주택으로 설비·마감 상태 불량,constrain,action,내부 전부 철거 후 골격만 남겨 공사
4,단독주택,신혼부부,서울특별시,35,전체(집),action,내부 전부 철거 후 골격만 남겨 공사,result,result,성능·디자인 전면 갱신
4,단독주택,신혼부부,서울특별시,35,전체(집),cause,3면이 열려 코너에서 시야 개방,motivation,action,창 구성 재정리로 입면 간결화
